LAMMPS INPUT FILE FOR ethane_ua_system
	750 atoms
	375 bonds
	0 angles
	0 dihedrals
	0 impropers
	1 atom types
	1 bond types
	0 angle types
	0 dihedral types
	0 improper types
  0   49.999957 xlo xhi
  0   49.607298 ylo yhi
  0   49.580032 zlo zhi

Masses

	1	15.035	# ch3

Atoms

	1	1	1	0	9.789589	22.216895	31.425827
	2	1	1	0	10.257394	21.403423	30.204753
	3	2	1	0	25.849117	48.536598	36.745466
	4	2	1	0	26.812763	49.397505	37.583216
	5	3	1	0	1.069322	39.290264	24.492598
	6	3	1	0	1.270551	39.563843	25.994684
	7	4	1	0	14.903745	41.667585	24.205302
	8	4	1	0	15.264243	41.401199	25.678625
	9	5	1	0	3.643032	44.48992	36.465109
	10	5	1	0	2.38204	45.332214	36.733514
	11	6	1	0	20.65232	18.786702	48.620194
	12	6	1	0	20.81805	17.300207	48.986888
	13	7	1	0	22.695991	27.140897	8.184826
	14	7	1	0	21.242509	26.638382	8.104389
	15	8	1	0	9.49144	1.87144	32.051756
	16	8	1	0	10.86277	1.951391	32.747934
	17	9	1	0	44.772259	15.100317	10.53559
	18	9	1	0	45.092899	14.362555	9.222388
	19	10	1	0	13.003233	2.43524	7.837872
	20	10	1	0	12.896026	2.438315	9.374133
	21	11	1	0	30.56858	16.664774	9.989983
	22	11	1	0	31.153131	16.170657	11.326302
	23	12	1	0	22.124604	41.533269	5.011131
	24	12	1	0	22.993167	40.280664	5.230624
	25	13	1	0	35.598592	6.846864	22.118381
	26	13	1	0	35.51503	7.05523	23.64193
	27	14	1	0	23.94207	7.690269	46.95105
	28	14	1	0	23.107376	8.049737	48.194299
	29	15	1	0	21.589912	7.388273	13.360064
	30	15	1	0	20.744737	6.661595	14.422711
	31	16	1	0	0.994874	41.01099	31.304555
	32	16	1	0	1.26623	39.543381	30.92496
	33	17	1	0	19.365251	6.209446	0.029237
	34	17	1	0	17.899312	5.743317	0.102355
	35	18	1	0	26.318276	2.664652	43.664196
	36	18	1	0	27.371912	2.910183	44.760173
	37	19	1	0	20.749644	26.182227	38.707336
	38	19	1	0	20.705005	26.107764	37.169785
	39	20	1	0	48.549273	14.128221	42.654084
	40	20	1	0	48.951074	13.898381	41.185299
	41	21	1	0	23.167112	15.850901	41.892885
	42	21	1	0	23.646947	15.236197	43.220852
	43	22	1	0	14.56822	42.318463	14.231954
	44	22	1	0	14.35669	41.995931	12.741038
	45	23	1	0	12.169937	10.992136	1.184829
	46	23	1	0	12.557592	12.280817	0.436079
	47	24	1	0	47.214794	25.587434	32.578148
	48	24	1	0	48.543563	26.053449	31.954607
	49	25	1	0	28.252529	32.685829	9.205204
	50	25	1	0	28.175406	32.924883	10.724581
	51	26	1	0	33.058722	25.023091	36.626801
	52	26	1	0	32.134446	25.252374	37.837066
	53	27	1	0	8.019953	27.115757	46.554625
	54	27	1	0	6.845816	26.618005	45.691349
	55	28	1	0	47.746387	6.982495	46.499373
